Layer,1_token,2_token,3_token,4_token,5_token,6_token,7_token,8_token,9_token,10_token,11_token,12_token,13_token,14_token,15_token,16_token,17_token,18_token,19_token,20_token,21_token,22_token,23_token,24_token,25_token,26_token,27_token,28_token,29_token,30_token,31_token,32_token,33_token,34_token,35_token,36_token,37_token,38_token,39_token,40_token,41_token,42_token,43_token,44_token,45_token,46_token,47_token,48_token,49_token,50_token,51_token,52_token,53_token,54_token,55_token,56_token,57_token,58_token,59_token,60_token,61_token,62_token,63_token,64_token,65_token,66_token,67_token,68_token,69_token,70_token,71_token,72_token,73_token,74_token,75_token,76_token,77_token,78_token,79_token,80_token,81_token,82_token,83_token,84_token,85_token,86_token,87_token,88_token,89_token,90_token,91_token,92_token,93_token,94_token,95_token,96_token,97_token,98_token,99_token,100_token
Layer_11,4.062064164244717e-06,3.433151584579412e-05,0.00011510000489256834,0.00019639523031783,0.00017651849295338614,0.000384181720375143,0.0001519113320591154,0.0002082330242210614,0.00017834657864998878,0.0007176382531410328,0.00019685013451150866,0.00015673731877914222,0.00022414210414102914,0.00013915156262021497,0.0007020038500743691,0.00013717650012136986,0.00013082867587833742,9.307535644160525e-05,0.00011671035381852575,0.0001365887026053098,0.0001976533910168617,9.90992884385025e-05,0.00035312952865919014,0.00035889371687443324,0.00015649567853396698,0.00010231563563059632,0.00025668081270041105,0.0002942523170956913,0.00015985137191766905,0.00022678370116658976,0.00045220086241518564,0.00011912504873480754,0.0003724428172445764,9.616154589847289e-05,0.00010675117822000269,0.0006290726504603834,0.00021774631658590948,0.0003337988882988441,5.4016220893080736e-05,9.12932125514132e-05,9.59162145594266e-05,0.00020977350606175252,6.152844294182466e-05,0.000169525592377685,0.00034695867497707306,0.00024007792070399603,9.482234101381274e-05,0.0001681765233586,0.0003566723710638311,0.00012790148602367222,6.880127069935577e-05,0.00039189862038762675,0.00028521348531672754,9.574915036791865e-05,6.994543056393354e-05,4.8794115480059e-05,4.5403216797341945e-05,5.503945529273457e-05,3.312530418889796e-05,9.283613549028218e-05,0.00012019178839456548,0.0004845013646741273,0.0001742214745582981,3.621254121912086e-05,0.00013535206924635595,5.678869868765345e-05,0.00012256195264028605,0.0014475078653219953,0.000153375024751341,0.00013524000402867386,3.245740725314287e-05,0.0006527185694461873,8.656334607152253e-05,3.114825213401673e-05,4.169944920885303e-05,0.0003721723230993038,0.0006212873480742267,7.288380780963166e-05,6.35532765883795e-05,1.787401075896349e-05,4.856220811395935e-05,5.316915688287812e-05,3.0916797714673845e-05,0.0002266184137499415,0.00035527520429923243,0.00013494897886550249,3.108232269840648e-05,0.00017024661405481487,8.726492348266809e-05,0.00012423494671138006,2.5318602604998243e-05,0.0002273533320220622,0.0005768680064126302,0.0001769273543492786,0.00010732708915384137,3.1364908000388345e-05,3.799152317436197e-05,0.0004401533702474915,0.00025988577849755294,9.069581469050798e-05
Layer_12,6.360667611524852e-06,4.4267976950903335e-05,0.00022251493050351245,0.00011634020600630132,0.00019060056394003554,0.00021696037791452683,0.00012380281511214277,0.00028025166105921526,0.00019779559201380583,0.00032709117440892394,0.0001449152747903507,0.00015727177192926387,0.00019557166690287436,0.00019760202794246544,0.0014910103241863495,0.00014597739703610258,0.00011794302941529394,0.00012355986200158478,0.0001741057716585938,0.00015748169227072174,0.0005625194171137574,0.0001210813302124419,0.0004778260463071138,0.0003941335543305186,0.0001357121548507251,6.0549780739721326e-05,0.00019491963028265985,0.0003362693417914393,0.0005984274945828288,0.0002370993111955815,0.00023888522328430848,0.00017090681074695082,0.000984242245960463,6.933295932517088e-05,8.752680868979199e-05,0.0010327123786470003,0.0005344089212213987,0.00015195893271396699,6.796358948168764e-05,8.908706038438259e-05,0.00011177155039471624,0.00027259123571575907,0.000114034373573,0.00020860175085872577,0.00042781258909271126,0.00043858011989641457,8.021847428206177e-05,0.00019971941080981626,0.0004717424862914605,0.0002371734724939805,7.976391823911613e-05,0.00021260907654443238,0.0007867158540587515,5.913627427833745e-05,9.441872516458005e-05,7.23494673991354e-05,4.101254158928802e-05,3.123436073043853e-05,4.430092213891024e-05,7.823223429352702e-05,0.0002280334280951906,0.0004411125210673351,0.00018651495828863587,3.959588847278285e-05,0.0002601761059151743,7.255180949426534e-05,0.000134053393059764,0.0007383940258649689,0.0001282783001664711,9.443807765990186e-05,3.4758342231100414e-05,0.0009099386390736843,0.00014914829108400463,4.891756353489737e-05,4.360652008405065e-05,0.0004788772298176334,0.0012920425619307578,0.00011684069198381053,8.127141321665477e-05,2.405541843736022e-05,9.235758258646935e-05,2.4259823537893983e-05,4.927101514841952e-05,0.0005917317412140352,0.00026598814454647417,0.00011356758316798518,8.491608992792809e-05,7.098444894459988e-05,6.239423804372029e-05,0.00021026315591190242,2.097940581540356e-05,0.0001782783451953746,0.0006315339270553095,0.00020023821288278295,9.617578169073728e-05,3.378968593553362e-05,3.7014995100167545e-05,0.0003020275823594014,0.00019533736246040941,0.0001263668933521491
Layer_13,8.176782728689155e-06,8.674405180992276e-05,0.00020386687953277008,0.00022935765428606377,0.0005719482836338043,0.0005229228616398588,0.00019213385552944756,0.00048331971400484577,0.00018318046322934908,0.00042063116103452396,0.00034686997482547704,0.0004487285625780822,0.0005473517545995213,0.00035352106820790604,0.0007268301495591577,0.00034455474056923675,0.0002088710002701309,0.00030706272684547523,0.0005059373841844932,0.00030609738750931844,0.0009386822129789133,0.0002398944548545397,0.00027211506233455686,0.00029211650409999784,0.000603373554374584,0.00020207957877051199,0.0007488951302245604,0.0004443848948716117,0.0008613368967796366,0.00040997648371969103,0.00054478126967606,0.00041585503155553447,0.0015942811449339016,0.00010044925132461913,0.00020706542498232763,0.0008601269775679202,0.0012040651560215566,0.00016643744524913017,0.00012772009039577147,0.0001763926532731074,0.0001603651598562313,0.0007075892227836297,0.00010059995644249464,0.00021263851916434158,0.0005698094163226373,0.0030230575710547213,0.00013040408198204928,0.00027006301892767553,0.0004442535725755043,0.00021791903238213957,0.00022731535577319765,0.00019554753446705104,0.0005388602446398602,6.941936757476341e-05,8.205125131333091e-05,0.00010757240979823261,4.347217915484838e-05,0.000154185976115208,0.0001240079511913352,9.985357587244583e-05,0.00023509067338620988,0.0009714167848720724,0.00018293553546765775,0.00011585456546064117,0.0007598345904053108,7.750544597051601e-05,0.00039858588732973505,0.0008759033466758494,0.00015951360784526968,0.0001428417415917238,6.004878570090947e-05,0.0020916234742828174,0.00021663591624711324,0.0001528856433581764,0.00012427567076594477,0.0006600719821650811,0.0018175102631416771,0.00017879346683855602,7.975363573393679e-05,2.513376443708263e-05,0.0001836272517287422,9.56509224528822e-05,0.00015648964332579934,0.0021656440228734735,0.00030444348198323175,0.00013253860353589677,0.00011422536078200933,5.6718799514122924e-05,0.000119597580324433,0.0007121596468664393,2.3985724090928616e-05,0.0004638162958786672,0.0004914656917796546,0.00032536598023532004,0.00017877469022330254,7.776080926693313e-05,5.870801168625536e-05,0.00026776355275280687,0.0005713626109026978,0.00040264513627201215
Layer_14,3.4073616251294273e-06,0.0002225231604955488,0.0002444648668562643,0.00037239481313823455,0.0012548096973547995,0.0005720167050988661,0.0006009409928543676,0.0012770024021541147,0.0007133006519032811,0.001254210714851793,0.0012008213274385536,0.0021189318931566126,0.0024891758540771737,0.0012474078711262944,0.0023495899143917516,0.0005728439993007689,0.000609995978997954,0.00027625414508223407,0.0008790491662821633,0.001753755373983506,0.0034680390629515754,0.00039244739568522724,0.0007552885262066456,0.000354027241309616,0.0019428895032430158,0.00039139010455801083,0.00043654529593533715,0.002747337430713549,0.0007976643348242964,0.001061484918485098,0.00044197773614777536,0.0010383169080665675,0.0051614158743016935,0.0001413997495641676,0.00019525704446084153,0.003629345151516779,0.0032549401311337076,0.00023090207994101773,0.0002027034389213292,0.0004365328213894861,0.00023233786807850266,0.0003173154991726632,0.00013009288941737206,0.0005802896805470985,0.0011500906476496094,0.0023895580482822254,0.0003268721177974863,0.000412501974496903,0.0011879246783606551,0.0002530077229664585,0.0012180766834867828,0.0003253848015250779,0.006152804769934998,0.00011916268548617381,9.54412606102295e-05,0.00017735994519038438,7.319207403870208e-05,0.0009259929163304464,0.0001545803059810106,0.00015223981727358635,0.0003739636700092417,0.0007456342499959442,0.0006329317918536797,0.0011698121114826726,0.00038934292765548307,0.0001547908602371909,0.0003538275802323251,0.002122990567689461,0.00015117683814025896,0.00038913638154568274,0.0002767925147940294,0.005742254512184623,0.0011232656600925664,0.0003669009023419469,6.715074730385078e-05,0.0029409510793527716,0.0015511067038793478,0.00031923927787715913,0.00014638748782545009,6.421247701232939e-05,0.00029325746652525116,6.22061444756936e-05,9.296350379586597e-05,0.0012780376021866273,0.004117658557253676,0.001148425582521347,0.00033342860587026735,8.73088089041871e-05,0.00014358254467799057,0.0037476693563124786,3.533801089240703e-05,0.003686100221139387,0.0012654962442331238,0.00031184375664766403,0.000401780290082891,6.775466749619387e-05,7.52075921435094e-05,0.0002981304033202083,0.0024335997517522735,0.00045647605239697867
Layer_15,7.257348794800823e-06,0.002452120500385991,0.0017026782725882844,0.000524187071934257,0.002483330545319593,0.001558733946678652,0.0016897437149447846,0.0019746025420337996,0.002805605174919812,0.0034974215231875255,0.009506753357193719,0.00763282849376058,0.021298473326334822,0.005129681151669525,0.008780347040402002,0.00196968192681953,0.0037656461251798215,0.0004631726151843846,0.0024893733534542516,0.008923880368958264,0.008573918011522607,0.0007119375265166214,0.0012070507435191578,0.0006828301848802297,0.007640094322832699,0.001426182852382515,0.0016235135612761424,0.001591819968087763,0.0038962859014610093,0.003588381004614326,0.0007939162511044043,0.0015328596424719339,0.005425755913127735,0.0002555844496320958,0.0005162284231761893,0.0058522980361863566,0.014570008715263611,0.00046135146258876605,0.0005392964270791541,0.0006792357953362652,0.00022682688657735324,0.000850116378476034,0.000329682897490936,0.0010585552138992615,0.0013511951032520195,0.003787884991780288,0.0005695138949802069,0.0008105535202695627,0.0014115211939148846,0.00035248112320199914,0.002176023026227286,0.0006480174052388213,0.018756225202754318,0.0002577202056617267,0.0007101668131443972,0.00023979941763438244,8.245354805447685e-05,0.0011023091974023153,0.00039536237704851374,0.00029856750315496844,0.0003814255246623063,0.0021084125401534164,0.0042934923373433645,0.009087005495834839,0.0003829397937075945,0.0010766306342568604,0.0006598226952174055,0.008763987525176835,0.00032289802244804376,0.0007277798565166904,0.00024215599129699208,0.007518696948446414,0.004730259482530725,0.0008414424534027954,0.00020387974976963298,0.009437371934733495,0.005405759288631306,0.0008214337081483336,0.0003728796441265558,6.689569962279201e-05,0.0004905472460180997,0.00026480734490124606,0.0001980776295465937,0.0023211403323787415,0.002997676202386067,0.0012088636564358774,0.0005081224109731278,7.597604134947661e-05,0.00015890219459138548,0.024537096646400535,0.00011745023086258002,0.009798299377333772,0.0015072960522555898,0.0009433766003627063,0.0003210827023582062,0.00031788896906699153,0.00019718490146073344,0.0003614294281065026,0.0026900564730567567,0.000855132609973118
Layer_16,1.6541613600758975e-05,0.009968801304066945,0.004287377246305794,0.0028447621371012637,0.013152247353202376,0.005127814482090561,0.00473993100799705,0.00680746115092756,0.006952074491409213,0.02040664588699001,0.015967039560764056,0.013235713253194205,0.03027004379500063,0.010038744606439635,0.015198371008038726,0.005858070252335158,0.010830661258004344,0.003817377542414251,0.008319067962424128,0.015966199879523822,0.011024541072835774,0.00297556204624019,0.005754375251493951,0.006235860968978164,0.017916639462518334,0.008119841867000948,0.00500066820479878,0.015920557056840992,0.01664189816188829,0.012135703499719597,0.0010274947002031354,0.0028683528280335877,0.011294743839233064,0.002070587934184213,0.003549712804203472,0.02271739677231452,0.017370713903130764,0.0009564270108680261,0.0026375379999354683,0.0024812758729778357,0.0011362184675972585,0.005506921912900806,0.003734540571338526,0.012239284030353506,0.006008448998613511,0.007961748022418646,0.0022735264212624083,0.0015329572246801676,0.006915629646388167,0.0009543791390342448,0.0034058852212895626,0.002546750839734317,0.02914072243784654,0.0003279691915842875,0.0008151302304597319,0.0008438126343927858,0.00019893964147364574,0.005274473154892003,0.0013564255469206948,0.0016340204756861098,0.0037957137704379734,0.004109950779563037,0.030034744312034484,0.025246903104904357,0.003253607224548562,0.002356720857294801,0.0024942834509231572,0.012431946687481994,0.0035623174235328747,0.007037732083769015,0.002378376219671926,0.02797472359680381,0.017507823554726954,0.002067342247585202,0.00032780639357487087,0.02338304512525724,0.020176955298367716,0.0027000589288604716,0.001488120349745259,0.00189515660700504,0.001939563238256357,0.002526337162407799,0.00111908205273641,0.01041066577709457,0.00374848787102083,0.0012060704692056093,0.0008359597206054679,0.00022897043719434108,0.0004996612299371062,0.04778207962340944,0.0002525007031208053,0.00981945403132426,0.004478104944730469,0.005560075582680464,0.0007962135471991453,0.00042806410125622815,0.0007122535348437797,0.0008932492074925048,0.010368446758681838,0.0011390956909134034
Layer_17,0.00010319451957921227,0.02103880269982008,0.011250825923729637,0.01116588552314828,0.022199091776448247,0.01758279719352661,0.013555743601022364,0.0238552908084738,0.02068346376484953,0.04224783202961443,0.0275213100620869,0.024533326721261753,0.0460359130138081,0.023485766595429152,0.027274259819967384,0.018286828467469488,0.026587266295309647,0.018401148850183305,0.027933695005992104,0.03757040017391311,0.021234131872711354,0.012197975524534409,0.01322331840204162,0.021816166113264975,0.033721601464473935,0.030833771950828533,0.025316006184738817,0.03006530592499297,0.021335048838715502,0.023801115943060027,0.01470192233006082,0.025385395515750062,0.021274153776327392,0.0029105722593300836,0.022574006023919065,0.03792675219646896,0.03104063397835489,0.018340428656980236,0.019313382890737668,0.009137064600202301,0.003433295473638509,0.0270481261712828,0.014520449786468232,0.04299648818992401,0.01273328183937741,0.03790066528368356,0.00522300077942325,0.004370451645166749,0.013635875949223407,0.004777661061474906,0.015198514876840697,0.011938668994647824,0.030311580886140332,0.0010433624536858588,0.014863915838277952,0.0020904576759050997,0.001204276135272776,0.01832276583242423,0.006246037501270997,0.012093660462330168,0.02761105810851279,0.02957486078228471,0.058358077563207975,0.03665816322569932,0.03674662756098509,0.01112756769733636,0.012171051070557345,0.026254092769219178,0.009545429139288615,0.023886181329435204,0.014791872200864494,0.061098349397347505,0.05647462366086193,0.004852787960523777,0.0015519089184998982,0.031427933216718884,0.04092790964485651,0.012561838372130296,0.004101342019794174,0.01069176579502901,0.02134183058531167,0.01870381120304248,0.0066349657670811855,0.013809401365421917,0.01112687220224603,0.04171890431744968,0.008351948042960591,0.002641207613411258,0.0020501027257149177,0.05982117598820397,0.0018512512673329613,0.017091829782603943,0.007218855968403659,0.0068390604880786505,0.008299088192442843,0.00055157047456626,0.0016490934063660783,0.00518400651999935,0.013850932164881242,0.006097730725661463
Layer_18,0.00019226231765421157,0.044358011005577465,0.0277607875765987,0.03300187514203505,0.05040936188379081,0.04584875473906991,0.028407214089004252,0.04862772854135805,0.058181833607236604,0.07466308089518027,0.057673029556200225,0.04863482879138759,0.0695459275915305,0.04726246425790682,0.04752459756419575,0.03454071391308953,0.04890046024388254,0.03050004908489413,0.03554398371079113,0.0562976595174319,0.03745604104285096,0.04028690918884549,0.032671296848602135,0.060843479453554256,0.045205512816602296,0.05348269798170355,0.03668473149898397,0.0685760762525636,0.05452859248906751,0.0471377852057881,0.048878897911818146,0.03878577693294772,0.03244503455530754,0.02340132935360041,0.03590194765068013,0.05573797386826157,0.05166058030593376,0.04595864073430647,0.022815349972141085,0.012468406369790994,0.0053559756468846195,0.039021902280865106,0.02470555359453476,0.06127857223326655,0.07642565884079744,0.05481752595868557,0.02505920720969721,0.01080150696734851,0.03686043611375717,0.009745264876619331,0.0426245270134319,0.030179934855217045,0.04985165958129645,0.0021055137039809324,0.02577637053872306,0.006564446027232407,0.005144089711060242,0.04936683766459282,0.024137271631561503,0.02888390214289318,0.06532876012760551,0.09029988143872116,0.09992703428918955,0.04295164099304267,0.0759833871786993,0.028780110986563807,0.03168798517293891,0.04383884036327962,0.06063832204994526,0.07847923707380687,0.03682442263046445,0.09269451304411948,0.08253631022507366,0.033704357151112745,0.002293177461050339,0.10571131723914236,0.051303315393529274,0.016842309186608874,0.0800104096113273,0.016262981848129993,0.05276546747216727,0.04551916838794215,0.010763149518866425,0.03254940844872281,0.04956058410340013,0.06370533249772801,0.012341022958881856,0.004003306487661843,0.04281409175623326,0.0678575782393476,0.0009498304963579037,0.03164003077964641,0.033198012733839065,0.013224360711961602,0.08024796755717034,0.002238315632840728,0.0024628287829353427,0.016487383997788558,0.04115002610583093,0.024770158655227907
Layer_19,0.0006429103402300102,0.14483861266956974,0.041580877626184294,0.10301908500381193,0.08957343181106361,0.1527703714745102,0.05488530526433432,0.07472702460651097,0.08568215232134614,0.11435784422237309,0.07771087374927772,0.06757888731631473,0.08857321949244999,0.07852384900953123,0.06561193783618939,0.04579857096627319,0.0710555999611492,0.055734308755335714,0.04806213308074036,0.06465024253855034,0.06110318013739705,0.0404755852941574,0.04210136101696917,0.10761750934962787,0.045341175063475035,0.08661812005626784,0.09168734875120212,0.0767230745967188,0.06950742153030157,0.06686945141067824,0.0782095795672616,0.08162874002541035,0.05571123163393362,0.03255336372686391,0.05878646339934139,0.0842887186978019,0.07378026202221917,0.06513169769310423,0.04107349406738148,0.09043559023196193,0.04196439110992287,0.053433009117545935,0.05557748131360276,0.07371408954813996,0.11352544292967567,0.06924805685381444,0.044656968514643194,0.018040939719186282,0.08548976057804823,0.050002180926220975,0.09333478390145528,0.06522606780497013,0.05409539867688357,0.015974822966938973,0.03165109133168814,0.013890172652020282,0.014085942912143325,0.05147627166560996,0.015888262988404487,0.037783467979383645,0.08524667375501128,0.09382025844679878,0.08995476682403396,0.05393324600012355,0.11274796223330798,0.04526408671789284,0.06159434708419448,0.041224877532025694,0.0787695458696993,0.15176253637792797,0.08504114649317292,0.1687169601906807,0.11094141609002552,0.05536145051878934,0.002593390841106859,0.13284458282421177,0.06105518139313982,0.057955714744139186,0.10237076769421946,0.02257005109662427,0.10579639503631418,0.06827916577233534,0.008399330754260144,0.0446680594215511,0.06193599637923569,0.0629021672336556,0.03316451344934488,0.0073776063574822566,0.056759464480578836,0.07112802456161743,0.0027730093306405144,0.06762848491076939,0.06236756786425116,0.0316946604886706,0.11369354653534709,0.01023070599502021,0.004703174165275842,0.04175885431440667,0.04582641944467897,0.090794594496214
Layer_20,0.0015674503754583217,0.17336317467908316,0.0873132555944289,0.23085031964852895,0.14124080385493173,0.20698430978784413,0.10871582018519992,0.14308943502784144,0.16268086404158114,0.17192288986549603,0.13816890618343186,0.11875076605105327,0.13153389693003942,0.11722231587169188,0.13135122271301736,0.09488110394624477,0.11746629535690986,0.09431060096813614,0.0935783060685011,0.11261309931192794,0.13856053778678715,0.08078458820099979,0.0884154989207207,0.137492320467994,0.10549891611562229,0.12283174640005608,0.16316732440704163,0.16654054627415543,0.11177935539733032,0.1252434136759051,0.12612273888364126,0.11683181053877317,0.07038199792679467,0.05340405101339831,0.104616063962513,0.08984981342471803,0.09259488341396718,0.09235290939504653,0.07144127085469368,0.13105226437501744,0.09985403418650853,0.12120194421851364,0.08157865727552055,0.11966541781557571,0.16030261500171467,0.09063424769239843,0.10410905110476075,0.04276803382454302,0.10897168539935365,0.1087998338152553,0.15092900952677557,0.11300279230821186,0.09104033305913986,0.032734228387141684,0.06400449719365542,0.06435964600782047,0.023924162279968186,0.0912631104011968,0.0371557776146613,0.0510534261136321,0.09356892116519358,0.1674010365989955,0.1648760014128925,0.07193623622614963,0.14140477643861363,0.10129340599977914,0.0635656767240507,0.07792385694219071,0.12201973615877477,0.1722806105229756,0.10575236151701499,0.22904395460796956,0.13571056721353553,0.12554339109841417,0.005888015894192542,0.15746778401940406,0.11489251435131626,0.0918522446051611,0.17815619385946774,0.029208144374550965,0.1595774070856949,0.0859432861684834,0.056114884478507945,0.10629448988686781,0.08907579412674656,0.1146981187445269,0.0453770170425367,0.008724969121591557,0.11086018728271002,0.1553226832729706,0.01248680760057355,0.08996339062511705,0.091294973362123,0.05149915499757352,0.13016963400289516,0.028962009800820584,0.012894520357590141,0.1404811560019238,0.07426609623927802,0.12549785597997576
Layer_21,0.005832568258105563,0.22448220213615927,0.1353592772719611,0.2896507144889569,0.2230809634138531,0.2848471703105446,0.1701643067701826,0.19140899752004809,0.2085670464572,0.2443485516519298,0.21261646971353235,0.15781916126083298,0.18381195807862966,0.16228318978840153,0.17530484189213322,0.13985999739772514,0.18332173520511322,0.1467605165507464,0.14699178001605734,0.15309290774559792,0.180290929356018,0.12340514447115696,0.14850477891733235,0.18150816136462164,0.17207133902585595,0.16817596389058453,0.22288840020488696,0.23046923642445621,0.16266691091309235,0.1642261730995958,0.16251510931940427,0.11448939182678426,0.11403317356547044,0.08027619124798382,0.12955981321880863,0.15423148146895946,0.17336920725806285,0.1078745155711038,0.09835681280228249,0.17844158116960906,0.13136361538881325,0.15274810876245637,0.09909074415597026,0.16098280623031141,0.2402806693193848,0.1140843817557851,0.16159451433337288,0.0873913927562652,0.16617817533896218,0.21396568983659564,0.1583958241959234,0.16970817200634622,0.15495079265964373,0.07907289534857931,0.10992350383205007,0.09751324490989646,0.06995871052643957,0.12241130184241322,0.07216440145210637,0.12054831837978217,0.11085814292314823,0.23533231066170204,0.18161187851847146,0.11329212218661512,0.19431407040020435,0.136687749239627,0.06850225712385924,0.18570274904311146,0.14813959696886742,0.20055765755638277,0.1998329637429559,0.2857406647932175,0.19398283140506703,0.18577625890049695,0.07471321572370987,0.1854356344900597,0.18351892500125577,0.1145099974255345,0.25128537986984156,0.06585736407109116,0.16609675357334422,0.14502400318684117,0.06587398884700235,0.12324378512051774,0.12819139044918035,0.13461422391971128,0.05497748560243482,0.05762644931409381,0.19839220312563638,0.21700973430979537,0.008063260779569164,0.17198952414069293,0.14435317384406438,0.12688008839113002,0.1703705172162432,0.02591738365696435,0.08940557340354323,0.2615487814772718,0.15151155939501598,0.23909413809408708
Layer_22,0.006327713393301602,0.2969394354594481,0.20752120851689557,0.32763769824032957,0.32921928269079465,0.33390302816444656,0.234754661899629,0.27283930357039715,0.2908794994403051,0.3014197451960012,0.2917002652943824,0.2080591821098855,0.24147837373951578,0.20756131091971353,0.23301435764240094,0.18372513163861304,0.23317830105835094,0.2215910355023215,0.20467476349683955,0.18836666741205432,0.23970822202423567,0.15803513418256318,0.194190943414823,0.227788581700363,0.21575377991710057,0.20662163811035103,0.26694487724543686,0.26534242593553214,0.22779871264606008,0.23740225906616924,0.22824867981625252,0.14979409620376113,0.19219535279410951,0.1335807076870532,0.1644557369751704,0.2049852879110145,0.22357167412883872,0.17525940490707057,0.16710330751803007,0.27873985713286986,0.1621062515299046,0.1864635800556673,0.15178037897636668,0.202528558949141,0.3129236600791296,0.17266361245306144,0.28815674957084597,0.15020587115543185,0.21428148851122697,0.27283579196129853,0.19736122104234924,0.24518091365592737,0.18327981862885917,0.09788369318571455,0.15821764143889538,0.15653993726076199,0.108581886970914,0.15626191456594196,0.09514428606407505,0.13565655156573234,0.17112977345007901,0.23583747833572488,0.24321174204866652,0.09427758569397936,0.2425504462298131,0.22397289397537787,0.17482817531486539,0.27510157434163895,0.2274177537954847,0.23470103241412268,0.2564863625210923,0.29078966233765124,0.2216298175731224,0.25650506673366896,0.06909963864383557,0.2257324377369514,0.22739213808034978,0.1441083739017472,0.3575405814413443,0.10746051981933354,0.2078851305353079,0.2258580167450014,0.10138335397960632,0.15015818337090703,0.1980227775850782,0.16016468507950776,0.09702139654965482,0.1165790036110165,0.22423411692871548,0.32191935075235395,0.01498112033669606,0.2176582484432455,0.22100632937641715,0.1873348992632921,0.18984728668799697,0.08378821132175611,0.11429869583383834,0.3728801457137332,0.21852411986767895,0.3203907995693418
Layer_23,0.012387918594432942,0.3605348096135934,0.2530407895052493,0.44896424929267725,0.4530055099034666,0.40883375570401237,0.31042861720025755,0.35351379872569366,0.3635471074393353,0.3792844976652331,0.35753538852306266,0.28692074029583614,0.2964390224404385,0.26766503868123614,0.29414217593563347,0.24074209916294184,0.30221444935362246,0.28313068940100433,0.2817071589283616,0.2633427334302028,0.2741922463241978,0.24722164271317096,0.25972758472766805,0.2936362296672491,0.27166445486988006,0.2733231617754954,0.353566995788831,0.31581914000237205,0.29041069464770797,0.318040816485633,0.26682166161649146,0.26307255796797424,0.25792559334003534,0.18829312234331988,0.22724194254307553,0.3373141615997174,0.23715740685027378,0.2777331890486198,0.1984882541880292,0.32088250870089646,0.2168546367908271,0.21186277656008265,0.1697413174866639,0.2383232760512653,0.35570261769904843,0.19957476830747964,0.36171964509459287,0.1760139675777095,0.3323071045845872,0.3335359122215388,0.2533004282785331,0.2792306935594208,0.2608351483031351,0.16551748744679884,0.20263605656447936,0.16720282208195084,0.17596174855608016,0.21682340174573192,0.12308069673971314,0.20243017662176435,0.23788241985638361,0.2809263161563712,0.33724384289963255,0.20783076869529232,0.2735613249512718,0.27382377347903336,0.24517383615271784,0.3489613861473497,0.23424406870683015,0.2852477914520762,0.3011331593964049,0.34949975764966046,0.34369265920355724,0.29896509371988084,0.16505845058773874,0.28538577747164334,0.35070354141721405,0.14980552716169768,0.39457890955009134,0.1435855170941642,0.2438597357787378,0.2539311649161391,0.16238147909718784,0.20011476956378763,0.2611333312807427,0.21761750272173017,0.13943800687796765,0.18696879062233218,0.3465906921889374,0.34804570224246967,0.09048862638563297,0.2567706650200254,0.2835307395673614,0.28621439673075016,0.2492591177818694,0.13307889757561497,0.19488556364927903,0.44076498512432033,0.2592175952287268,0.3557424555017004
Layer_24,0.016870020296962815,0.37508841046695546,0.31207685699253085,0.5024547423546158,0.49923877761022156,0.4805543302307444,0.35693534067875543,0.4188918769320851,0.42560669982865346,0.4154517824925242,0.41198316984025407,0.3514464370237139,0.3464628625554462,0.3196487074912227,0.34011787129304843,0.28756896195198717,0.3627721736155664,0.3354445234090301,0.34097278257568936,0.35099697410556324,0.37288527939195165,0.29280567792453643,0.31875548886725774,0.36220432067772906,0.3681953835719003,0.31736812138134857,0.4090858394576509,0.36970816375394105,0.3168029340189203,0.41613046113375657,0.35284778117411136,0.30396532912109686,0.33540438525914584,0.30788806061738155,0.2897461691450033,0.4039201249618145,0.32566492656266,0.29044065028537713,0.2521475309170557,0.3767975726410741,0.30476845994978957,0.28259040862913026,0.20179314798617778,0.2904552904156909,0.3768323887095282,0.3112645912719927,0.34141039915975385,0.2532268155401559,0.3498641302077684,0.3841565499269044,0.30310156491306955,0.3100072825064873,0.32421307215843703,0.2999329563037918,0.2598290298546999,0.19897760788929494,0.20274035847076227,0.2554563133448467,0.15466287141394974,0.2630090902798186,0.29807363328742714,0.35196302122933737,0.37764222217454296,0.27222428379081975,0.2987381514383612,0.2994214312069313,0.331067880209351,0.39286060638916614,0.3212936161012112,0.3560068148136395,0.2957557634065135,0.3960027680175541,0.38785817322027666,0.3264651003116228,0.2708273035028386,0.3284616080176916,0.424358665859033,0.21727060970042658,0.43613958102205286,0.17121367673941054,0.25151583469371536,0.359241842405835,0.1765389376119214,0.22237646864687122,0.3812616748267935,0.2478057812061118,0.3023616140023531,0.17893531723497932,0.3896432927599295,0.44480978743858407,0.1575516554341234,0.3392583355992375,0.31729310474681555,0.3619391568114652,0.22998233791440725,0.22251542859628579,0.2583933047351934,0.5481668368036694,0.3062220945392469,0.42769845966198344
